20,00000016.088000,00000016.078400,00000017.250200
19,00000018.143800,00000018.116600,00000018.947700
18,00000019.009800,00000019.002600,00000019.038400
17,00000019.989000,00000019.966900,00000020.061700
16,00000021.044800,00000021.004100,00000021.139800
15,00000021.867800,00000021.855800,00000021.914300
14,00000024.408900,00000024.370100,00000024.451800
13,00000024.981600,00000024.968800,00000025.003100
12,00000025.482400,00000025.380300,00000025.908900
11,00000027.124400,00000027.108900,00000027.184900
10,00000029.643100,00000029.613900,00000029.700300
9,00000035.188000,00000035.165300,00000035.302100
8,00000038.677600,00000038.611900,00000038.703600
7,00000045.786800,00000045.736800,00000045.852600
6,00000051.305200,00000051.218300,00000051.373700
5,00000062.368800,00000062.222900,00000062.459200
4,00000076.115100,00000075.874800,00000076.618300
3,00000097.210900,00000096.839600,00000097.410800
2,00000133.580000,00000132.594000,00000134.323000
1,00000247.586000,00000247.548000,00000247.648000
