64,,,
63,,,
62,,,
61,,,
60,,,
59,,,
58,,,
57,,,
56,,,
55,,,
54,,,
53,,,
52,,,
51,,,
50,,,
49,,,
48,00000008.513240,00000007.318340,00000008.522210
47,00000008.211260,00000007.155420,00000008.559050
46,00000008.222090,00000007.175790,00000008.606750
45,00000008.645060,00000007.393590,00000008.656460
44,00000008.696420,00000008.347680,00000008.706260
43,00000008.746380,00000008.381890,00000008.770300
42,00000008.802170,00000007.652720,00000008.828930
41,00000008.857360,00000008.491480,00000008.868760
40,00000008.914130,00000007.702480,00000008.926280
39,00000008.982800,00000008.613770,00000009.001090
38,00000009.052490,00000008.678770,00000009.061580
37,00000008.941640,00000007.446340,00000009.129250
36,00000009.178860,00000007.479410,00000009.204120
35,00000009.261610,00000007.513180,00000009.281170
34,00000009.182130,00000007.543040,00000009.360030
33,00000009.275090,00000007.593010,00000009.453630
32,00000009.173090,00000007.651000,00000009.545570
31,00000009.270910,00000007.690420,00000009.644230
30,00000009.382230,00000007.749750,00000009.751860
29,00000009.679220,00000007.790550,00000009.875340
28,00000009.972240,00000009.603320,00000009.983740
27,00000010.094500,00000008.296750,00000010.110600
26,00000010.244900,00000008.002920,00000010.250700
25,00000010.038600,00000008.077320,00000010.396400
24,00000008.529240,00000008.155680,00000010.573600
23,00000010.363200,00000008.256840,00000010.741600
22,00000008.719690,00000008.356140,00000010.938100
21,00000010.768800,00000008.458940,00000011.143800
20,00000008.944530,00000008.568780,00000011.412900
19,00000009.076580,00000008.692660,00000011.281500
18,00000011.555400,00000008.840720,00000011.930600
17,00000009.380460,00000009.002340,00000012.279200
16,00000012.256500,00000009.184640,00000012.622800
15,00000009.754650,00000009.400260,00000013.036600
14,00000013.126500,00000009.620570,00000013.525700
13,00000010.254600,00000009.887480,00000014.037700
12,00000010.549600,00000010.207100,00000010.575000
11,00000010.944500,00000010.580900,00000010.949800
10,00000011.215900,00000011.025700,00000011.397600
9,00000011.936400,00000011.578400,00000030.389800
8,00000012.624700,00000012.254700,00000012.634600
7,00000013.514700,00000013.333900,00000013.521200
6,00000014.697800,00000014.688400,00000014.708600
5,00000016.341000,00000016.334500,00000016.345100
4,00000018.816100,00000018.806600,00000018.824200
3,00000022.936800,00000022.927700,00000022.943400
2,00000031.170600,00000031.155000,00000031.176700
1,00000055.853300,00000055.846100,00000055.863300
